Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";
;;;;"Qin";;;;;;"DESC141086";"NT";"";"Standard";"";"";"Ch'in;Guqin";"";"-1";
;;;;"Santur";;;;;;"DESC144126";"NT";"";"Standard";"";"";"Santour";"";"-1";
;;;;"Shichigen-kin";;;;;;"DESC151479";"NT";"";"Standard";"";"";"Kin (cithare)";"";"-1";
;;;;"Surmandal";;;;;;"DESC152729";"NT";"";"Standard";"";"";"Svaramandala";"";"-1";
;;;;"Tambourin à cordes";;;;;;"DESC144110";"NT";"";"Standard";"";"";"String drum;Tambour de Béarn;Tambourin de Béarn;Tambourin de Gascogne";"";"-1";
;;;;"Tonkori";;;;;;"DESC882193";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tympanon";;;;;;"DESC144111";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Wagon";;;;;;"DESC146417";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Zheng";;;;;;"DESC151244";"NT";"";"Standard";"";"";"Cheng (cithare);Tcheng;Tseng";"";"-1";
;;;"Cithare tubulaire";;;;;;;"DESC144293";"NT";"";"Standard";"";"";"Cithare sur tube;Tube zither";"";"-1";
;;;;"Bin";;;;;;"DESC154835";"NT";"";"Standard";"";"";"Rudra vina";"";"-1";
;;;;"Celempung";;;;;;"DESC949947";"NT";"";"Standard";"";"";"Tjelepoung";"";"-1";
;;;;"Kairata vina";;;;;;"DESC948510";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kinnari vina";;;;;;"DESC151729";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Valiha";;;;;;"DESC145960";"NT";"";"Standard";"";"";"Marovany";"";"-1";
;;;;"Vina";;;;;;"DESC145965";"NT";"";"Standard";"";"";"Tritantri vina";"";"-1";
;;;;;"Gottuvadyam";;;;;"DESC144349";"NT";"";"Standard";"";"";"Gottuvadhyam";"";"-1";
;;"Instrument à cordes frappées";;;;;;;;"DESC144037";"NT";"";"Standard";"";"";"Cordophone frappé;Strucked cordophone";"";"-1";
;;;"Clavicordes";;;;;;;"DESC942417";"NT";"";"Standard";"";"";"Clavichords;Clavicordes (famille des)";"";"-1";
;;;;"Cembal d'amour";;;;;;"DESC828736";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Clavicorde";;;;;;"DESC144053";"NT";"";"Standard";"";"";"Clavichord;Manichordion;Manicordion";"";"-1";
;;;"Gralsglocken";;;;;;;"DESC1039466";"NT";"";"Standard";"";"";"Grail bells";"";"-1";
;;;"Pianos";;;;;;;"DESC144050";"NT";"";"Standard";"";"";"Fortepianos;Pianofortes;Pianos (famille des)";"";"-1";
;;;;"Luthéal";;;;;;"DESC137377";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Melopiano";;;;;;"DESC144081";"NT";"";"Standard";"";"";"Piano chantant";"";"-1";
;;;;"Neo-Bechstein-Flügel";;;;;;"DESC822323";"NT";"";"Standard";"";"";"Neo-Bechstein Grand Piano";"";"-1";
;;;;"Orphica";;;;;;"DESC144082";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Pantalon";;;;;;"DESC1076685";"NT";"";"Standard";"";"";"Pantaleon";"";"-1";
;;;;"Pianino";;;;;;"DESC144083";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Piano";;;;;;"DESC144079";"NT";"";"Standard";"";"";"Pianoforte;Piano-forte";"";"-1";
;;;;;"Piano pyramidal";;;;;"DESC144096";"NT";"";"Standard";"";"";"Pyramid piano";"";"-1";
;;;;;"Piano table";;;;;"DESC144097";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Pianoharpe";;;;;"DESC144054";"NT";"";"Standard";"";"";"Piano harpe;Piano-harp";"";"-1";
;;;;;;"Clavi-harp";;;;"DESC144103";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Euphonicon";;;;"DESC144102";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Piano-répertoire avec niveau";;;;;"DESC68226";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Piano à pédalier";;;;;;"DESC144084";"NT";"";"Standard";"";"";"Piano pédalier;Piano-pédalier";"";"-1";
;;;;"Piano à queue";;;;;;"DESC144085";"NT";"";"Standard";"";"";"Grand fortepiano";"";"-1";
;;;;"Piano à tangentes";;;;;;"DESC144086";"NT";"";"Standard";"";"";"Tangent piano";"";"-1";
;;;;"Piano automatique";;;;;;"DESC144087";"NT";"";"Standard";"";"";"Automatic piano";"";"-1";
;;;;"Piano carré";;;;;;"DESC144088";"NT";"";"Standard";"";"";"Square pianoforte";"";"-1";
;;;;"Piano console";;;;;;"DESC144089";"NT";"";"Standard";"";"";"Console piano";"";"-1";
;;;;"Piano droit";;;;;;"DESC144090";"NT";"";"Standard";"";"";"Upright pianoforte";"";"-1";
;;;;"Piano électrique";;;;;;"DESC147307";"NT";"";"Standard";"";"";"Electric piano";"";"-1";
;;;;"Piano éolien";;;;;;"DESC144091";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Piano girafe";;;;;;"DESC144092";"NT";"";"Standard";"";"";"Giraffe piano";"";"-1";
;;;;"Piano mécanique";;;;;;"DESC146740";"NT";"";"Standard";"";"";"Mechanical piano;Mechanical pianoforte";"";"-1";
;;;;"Piano microtonal";;;;;;"DESC144095";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Piano numérique";;;;;;"DESC148277";"NT";"";"Standard";"";"";"Digital piano;Digital pianoforte";"";"-1";
;;;;"Piano organisé";;;;;;"DESC140421";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Piano préparé";;;;;;"DESC137373";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Piano reproducteur";;;;;;"DESC148022";"NT";"";"Standard";"";"";"Player piano";"";"-1";
;;;;"Pianola";;;;;;"DESC148023";"NT";"";"Standard";"";"";"";"";"-1";
;;"Instrument à cordes frottées";;;;;;;;"DESC144038";"NT";"";"Standard";"";"";"Cordophone frotté";"";"-1";
;;;"Instrument à archet";;;;;;;"DESC144137";"NT";"";"Standard";"";"";"Bowed chordophone;Bowed stringed instrument;Cordes frottées à archet;Cordophone frotté à archet";"";"-1";
;;;;"Altos";;;;;;"DESC942363";"NT";"";"Standard";"";"";"Altos (famille des);Violas";"";"-1";
;;;;;"Alto";;;;;"DESC144222";"NT";"";"Standard";"";"";"Bratsche;Viola";"";"-1";
;;;;;"Ténor (violon)";;;;;"DESC144993";"NT";"";"Standard";"";"";"Tenor violin;Violon ténor";"";"-1";
;;;;;"Violaline";;;;;"DESC915726";"NT";"";"Standard";"";"";"Violalin";"";"-1";
;;;;"Contrebasses";;;;;;"DESC942383";"NT";"";"Standard";"";"";"Contrebasses (famille des);Double basses";"";"-1";
;;;;;"Contrebasse";;;;;"DESC145762";"NT";"";"Standard";"";"";"Double bass";"";"-1";
;;;;;"Octobasse";;;;;"DESC144991";"NT";"";"Standard";"";"";"Octobass";"";"-1";
;;;;"Monocordes";;;;;;"DESC942374";"NT";"";"Standard";"";"";"Monochords;Monocordes (famille des)";"";"-1";
;;;;;"Ektara";;;;;"DESC144073";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Gopiyantra";;;;;"DESC938290";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Isigankuri";;;;;"DESC811072";"NT";"";"Standard";"";"";"Isankuni";"";"-1";
;;;;;"Monocorde";;;;;"DESC144072";"NT";"";"Standard";"";"";"Monochord";"";"-1";
;;;;;"Trompette marine";;;;;"DESC144152";"NT";"";"Standard";"";"";"Dicorde;Trumpet marine";"";"-1";
;;;;"Vièles";;;;;;"DESC942400";"NT";"";"Standard";"";"";"Fiddles;Vièles (famille des)";"";"-1";
;;;;;"Banam";;;;;"DESC811806";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Basetlya";;;;;"DESC144139";"NT";"";"Standard";"";"";"Bas;Basolya";"";"-1";
;;;;;"Cikara";;;;;"DESC144179";"NT";"";"Standard";"";"";"Chikara";"";"-1";
;;;;;"Dan Co";;;;;"DESC138935";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Dan Gao";;;;;"DESC138939";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Dàn nhi";;;;;"DESC1030706";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Dilruba";;;;;"DESC144181";"NT";"";"Standard";"";"";"Mayuri;Taus;Ta'Us";"";"-1";
;;;;;"Dra";;;;;"DESC144182";"NT";"";"Standard";"";"";"Dra che";"";"-1";
;;;;;"Erhu";;;;;"DESC144183";"NT";"";"Standard";"";"";"Dahu;Gaohu;Nanhu;Zhonghu";"";"-1";
;;;;;"Erxian";;;;;"DESC138983";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Esraj";;;;;"DESC144184";"NT";"";"Standard";"";"";"Esrar";"";"-1";
;;;;;"Gadulka";;;;;"DESC144185";"NT";"";"Standard";"";"";"Goudoulka";"";"-1";
;;;;;"Ghugha";;;;;"DESC1032139";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Gigue";;;;;"DESC144146";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Goge";;;;;"DESC949222";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Gudok";;;;;"DESC1082806";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Gusle";;;;;"DESC144188";"NT";"";"Standard";"";"";"Gusla;Gusli";"";"-1";
;;;;;"Haegum";;;;;"DESC886538";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Hardingfele";;;;;"DESC136921";"NT";"";"Standard";"";"";"Hardanger fiddle;Violon de Hardanger";"";"-1";
;;;;;"Huqin";;;;;"DESC144147";"NT";"";"Standard";"";"";"Huchin;Hu'qin";"";"-1";
;;;;;"Imzad";;;;;"DESC138998";"NT";"";"Standard";"";"";"Amzad;Anzad;Inzad";"";"-1";
;;;;;"Jinghu";;;;;"DESC144189";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Kamaica";;;;;"DESC138302";"NT";"";"Standard";"";"";"Kamaika;Kamayacha";"";"-1";
;;;;;"Kementses";;;;;"DESC143146";"NT";"";"Standard";"";"";"Pondiaki lyra";"";"-1";
;;;;;"Ketjapi";;;;;"DESC1030703";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Kiiki";;;;;"DESC144191";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Lira da Braccio";;;;;"DESC145674";"NT";"";"Standard";"";"";"Lyre de bras";"";"-1";
;;;;;"Lirone";;;;;"DESC144149";"NT";"";"Standard";"";"";"Lira da gamba;Lyre de gambe";"";"-1";
;;;;;"Lokanga";;;;;"DESC893548";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Lyra";;;;;"DESC143147";"NT";"";"Standard";"";"";"Kemence";"";"-1";
;;;;;"Morin Khuur";;;;;"DESC138946";"NT";"";"Standard";"";"";"Morin Huur";"";"-1";
;;;;;"Nyckelharpa";;;;;"DESC144194";"NT";"";"Standard";"";"";"Nickelharpa";"";"-1";
;;;;;"Qobuz";;;;;"DESC144195";"NT";"";"Standard";"";"";"Kiak;Kobuz;Qobyz";"";"-1";
;;;;;"Rebec";;;;;"DESC144199";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Sarangi";;;;;"DESC144200";"NT";"";"Standard";"";"";"Harangi;Sarang";"";"-1";
;;;;;"Sarinda";;;;;"DESC144201";"NT";"";"Standard";"";"";"Qeychak;Sorud;Soruz";"";"-1";
;;;;;"Sato";;;;;"DESC927526";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Sihu";;;;;"DESC144202";"NT";"";"Standard";"";"";"Ssu-Hu";"";"-1";
;;;;;"Tarawangsa";;;;;"DESC949234";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Vièle";;;;;"DESC144178";"NT";"";"Standard";"";"";"Fiddle;Vielle";"";"-1";
;;;;;"Vièle à pique";;;;;"DESC917768";"NT";"";"Standard";"";"";"Spike fiddle";"";"-1";
;;;;;;"Endingidi";;;;"DESC139463";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Ghichak";;;;"DESC144186";"NT";"";"Standard";"";"";"Ghijak;Gidzhak;Gijak";"";"-1";
;;;;;;"Kamanche";;;;"DESC144190";"NT";"";"Standard";"";"";"kamancha;Kamântcheh;kemanche;kemenche";"";"-1";
;;;;;;"Kokyu";;;;"DESC144192";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Masenqo";;;;"DESC144193";"NT";"";"Standard";"";"";"Masinko;Masinqo;Massaneqo";"";"-1";
;;;;;;"Rabab (vièle)";;;;"DESC144196";"NT";"";"Standard";"";"";"Rabab;Rababa (vièle);Rebab;Rebaba";"DESC144892";"-1";
;;;;;;"Ravanhattha";;;;"DESC138960";"NT";"";"Standard";"";"";"Ravanhatha;Rawanhatha";"";"-1";
;;;;"Violes";;;;;;"DESC144208";"NT";"";"Standard";"";"";"Violes (famille des);Viols";"";"-1";
;;;;;"Baryton";;;;;"DESC144209";"NT";"";"Standard";"";"";"Baryton (viol)";"";"-1";
;;;;;"Basse de viole";;;;;"DESC144210";"NT";"";"Standard";"";"";"Bass viol;Viola da gamba;Viole de gambe";"";"-1";
;;;;;"Contrebasse de viole";;;;;"DESC141696";"NT";"";"Standard";"";"";"Double basse de viole;Viol double bass";"DESC141678";"-1";
;;;;;"Dessus de viole";;;;;"DESC144211";"NT";"";"Standard";"";"";"Treble viol;Viole de bras";"";"-1";
;;;;;"Pardessus de viole";;;;;"DESC144212";"NT";"";"Standard";"";"";"High treble viol";"";"-1";
;;;;;"Quinton";;;;;"DESC144213";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Sultana";;;;;"DESC911466";"NT";"";"Standard";"";"";"Cither viol";"";"-1";
;;;;;"Tenor de viole";;;;;"DESC144214";"NT";"";"Standard";"";"";"Tenor viol;Viole tenor";"";"-1";
;;;;;"Viola alta";;;;;"DESC137758";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Viola bastarda";;;;;"DESC144215";"NT";"";"Standard";"";"";"Lyraviol";"";"-1";
;;;;;"Viole";;;;;"DESC943444";"NT";"";"Standard";"";"";"Viol";"";"-1";
;;;;;"Viole alto";;;;;"DESC144217";"NT";"";"Standard";"";"";"Alto viol";"";"-1";
;;;;;"Viole d'amour";;;;;"DESC144164";"NT";"";"Standard";"";"";"Viola d'amore";"";"-1";
;;;;;"Violone";;;;;"DESC141678";"NT";"";"Standard";"";"";"";"DESC141696";"-1";
;;;;"Violoncelles";;;;;;"DESC942390";"NT";"";"Standard";"";"";"Cellos;Violoncelles (famille des);Violoncellos";"";"-1";
;;;;;"Arpeggione";;;;;"DESC144138";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Gardon";;;;;"DESC139013";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Viola pomposa";;;;;"DESC137765";"NT";"";"Standard";"";"";"Violino pomposa";"";"-1";
;;;;;"Violoncelle";;;;;"DESC144995";"NT";"";"Standard";"";"";"Cello;Violoncello";"";"-1";
;;;;"Violons";;;;;;"DESC144989";"NT";"";"Standard";"";"";"Violins;Violons (famille des)";"";"-1";
;;;;;"Pochette";;;;;"DESC144992";"NT";"";"Standard";"";"";"Kit";"";"-1";
;;;;;"Viola arpa";;;;;"DESC144169";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Violon";;;;;"DESC144227";"NT";"";"Standard";"";"";"Violin";"";"-1";
;;;;;"Violon électrique";;;;;"DESC144994";"NT";"";"Standard";"";"";"Electric violin";"";"-1";
;;;;;"Violon expérimental";;;;;"DESC144168";"NT";"";"Standard";"";"";"Experimental violin";"";"-1";
;;;;;"Violon irrégulier";;;;;"DESC144170";"NT";"";"Standard";"";"";"Irregular violin";"";"-1";
;;;;;"Violon muet";;;;;"DESC1083107";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Vielles à roue";;;;;;;"DESC942364";"NT";"";"Standard";"";"";"Cordophones frottés à roue;Hurdygurdies;Hurdy-gurdies;Vielles à roue (famille des)";"";"-1";
;;;;"Organistrum";;;;;;"DESC145887";"NT";"";"Standard";"";"";"box-symphony (instrument)";"";"-1";
;;;;"Orpheon";;;;;;"DESC145888";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Sanfona";;;;;;"DESC142168";"NT";"";"Standard";"";"";"Zanfona";"";"-1";
;;;;"Tekero";;;;;;"DESC811135";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Vielle à roue";;;;;;"DESC145886";"NT";"";"Standard";"";"";"Chifonie;Cordes frottées à roue;Cordophone frotté à roue;Drehleier;Hurdy gurdy;Hurdy-gurdy;Vielle à clavier";"";"-1";
;;;;"Vielle organisée";;;;;;"DESC145889";"NT";"";"Standard";"";"";"";"";"-1";
;;"Instrument à cordes pincées";;;;;;;;"DESC144039";"NT";"";"Standard";"";"";"Cordophone pincé;Plucked chordophone;Plucked stringed instrument";"";"-1";
;;;"Arcs musicaux";;;;;;;"DESC144271";"NT";"";"Standard";"";"";"Arcs musicaux (famille des);Musical bows";"";"-1";
;;;;"Arc en bouche";;;;;;"DESC154910";"NT";"";"Standard";"";"";"Mouth bow";"";"-1";
;;;;;"Chipendani";;;;;"DESC147276";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Gora";;;;;"DESC147966";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Lusuba";;;;;"DESC139430";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Xizambi";;;;;"DESC147934";"NT";"";"Standard";"";"";"Zambi";"";"-1";
;;;;"Arc musical";;;;;;"DESC145473";"NT";"";"Standard";"";"";"Musical bow";"";"-1";
;;;;;"Berimbau";;;;;"DESC154672";"NT";"";"Standard";"";"";"Berimbau de barriga;Urucungu";"";"-1";
;;;;;"Guru";;;;;"DESC147636";"NT";"";"Standard";"";"";"Bombo";"";"-1";
;;;;;"Hungu";;;;;"DESC1127674";"NT";"";"Standard";"";"";"Ungu";"";"-1";
;;;;;"Kalumbu";;;;;"DESC145472";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Mbulumbumba";;;;;"DESC1127675";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Pinak";;;;;"DESC145885";"NT";"";"Standard";"";"";"Pinaka;Pinaki";"";"-1";
;;;;;"Ugubhu";;;;;"DESC147944";"NT";"";"Standard";"";"";"Inkohlisa;Ugubo;Ugubu;Ugumbu";"";"-1";
;;;;"Pluriarc";;;;;;"DESC154915";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Lukombe";;;;;"DESC154916";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Nsambi";;;;;"DESC141754";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Cistres";;;;;;;"DESC941961";"NT";"";"Standard";"";"";"Cistres (famille des);Citterns";"";"-1";
;;;;"Archicistre";;;;;;"DESC155369";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cistre";;;;;;"DESC144273";"NT";"";"Standard";"";"";"Cittern";"";"-1";
;;;;;"Ceterone";;;;;"DESC774533";"NT";"";"Standard";"";"";"Cisteron";"";"-1";
;;;"Clavecins";;;;;;;"DESC144231";"NT";"";"Standard";"";"";"Clavecins (famille des);Cordes frottées à clavier;Cordophone pincé à clavier;Harpsichords;Plucked cordophone with a keyboard;Plucked strined instrument with a keyboard";"";"-1";
;;;;"Arpicordo";;;;;;"DESC144236";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Clavecin";;;;;;"DESC144246";"NT";"";"Standard";"";"";"Cembalo;Clavicembalo;Clavicembalum;Clavicimbal;Flügel;Harpsichord;Kielflügel;Klavecimbel";"";"-1";
;;;;"Clavecin à archet";;;;;;"DESC144143";"NT";"";"Standard";"";"";"Bowed harpsichord";"";"-1";
;;;;"Clavecin à maillets";;;;;;"DESC144051";"NT";"";"Standard";"";"";"Harpsichord-piano;Piano-clavecin";"";"-1";
;;;;"Clavecin brisé";;;;;;"DESC144248";"NT";"";"Standard";"";"";"Portable harpsichord";"";"-1";
;;;;"Clavecin électrique";;;;;;"DESC144250";"NT";"";"Standard";"";"";"Electri harpsichord";"";"-1";
;;;;"Clavecin mécanique";;;;;;"DESC146736";"NT";"";"Standard";"";"";"Geigenwerk;Mechanical harpsichord";"";"-1";
;;;;"Clavecin oculaire";;;;;;"DESC144251";"NT";"";"Standard";"";"";"Color organ;Colour organ";"";"-1";
;;;;"Clavicytherium";;;;;;"DESC144237";"NT";"";"Standard";"";"";"Clavecin vertical";"";"-1";
;;;;"Claviorgue";;;;;;"DESC139387";"NT";"";"Standard";"";"";"Clavecin organisé;Claviorgan;Claviorganum";"";"-1";
;;;;"Epinette";;;;;;"DESC144238";"NT";"";"Standard";"";"";"Spinet";"";"-1";
;;;;"Virginale";;;;;;"DESC144239";"NT";"";"Standard";"";"";"Virginal";"";"-1";
;;;"Guitares";;;;;;;"DESC144277";"NT";"";"Standard";"";"";"Guitares (famille des);Guitars";"";"-1";
;;;;"Arpi-guitare";;;;;;"DESC144303";"NT";"";"Standard";"";"";"Arpi guitare";"";"-1";
;;;;"Bissex";;;;;;"DESC144304";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cuatro";;;;;;"DESC882403";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Décacorde";;;;;;"DESC144305";"NT";"";"Standard";"";"";"Decacord";"";"-1";
;;;;"Dobro";;;;;;"DESC144306";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"English guittar";;;;;;"DESC1166199";"NT";"";"Standard";"";"";"Guittar";"";"-1";
;;;;"Guitare";;;;;;"DESC145989";"NT";"";"Standard";"";"";"Guitar";"";"-1";
;;;;"Guitare basse";;;;;;"DESC144308";"NT";"";"Standard";"";"";"bass guitar;basse électrique";"";"-1";
;;;;"Guitare battente";;;;;;"DESC938213";"NT";"";"Standard";"";"";"Chitarra battente;Guitare en bateau";"";"-1";
;;;;"Guitare électrique";;;;;;"DESC144309";"NT";"";"Standard";"";"";"Electric guitar";"";"-1";
;;;;;"Stratocaster";;;;;"DESC148110";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Guitare hawaïenne";;;;;;"DESC144310";"NT";"";"Standard";"";"";"Hawaiian guitar;Steel guitar";"";"-1";
;;;;"Guitare-harpe";;;;;;"DESC144276";"NT";"";"Standard";"";"";"Guitare harpe;Harp guitar;Harp-guitar";"";"-1";
;;;;"Guitarron";;;;;;"DESC144307";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Guiterne";;;;;;"DESC144311";"NT";"";"Standard";"";"";"Chitarino;Chitarra;Gittern;Guisterne;Guitarra;Guitarre;Guitern;Guiterre;Quinterne;Quitaire";"";"-1";
;;;;"Harpe ditale";;;;;;"DESC144312";"NT";"";"Standard";"";"";"Dital harp";"";"-1";
;;;;"Harpe-lyre";;;;;;"DESC144313";"NT";"";"Standard";"";"";"Harp-lyre";"";"-1";
;;;;"Lyre guitare";;;;;;"DESC144314";"NT";"";"Standard";"";"";"Guitare-lyre;Lyre guitar;Lyre-guitar;Lyre-guitare";"";"-1";
;;;;"Requinto";;;;;;"DESC808242";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tiple";;;;;;"DESC814672";"NT";"";"Standard";"";"";"Tible";"";"-1";
;;;;"Ukulele";;;;;;"DESC144315";"NT";"";"Standard";"";"";"Ukelele";"";"-1";
;;;;"Vihuela";;;;;;"DESC144316";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"ViolOo";;;;;;"DESC882194";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Harpes";;;;;;;"DESC144320";"NT";"";"Standard";"";"";"Harpes (famille des);Harps";"";"-1";
;;;;"Arc en terre";;;;;;"DESC154904";"NT";"";"Standard";"";"";"Ground bow;Ground harp";"";"-1";
;;;;"Ardin";;;;;;"DESC144321";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bolo bogo";;;;;;"DESC144322";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bolon";;;;;;"DESC144323";"NT";"";"Standard";"";"";"Bolombata;Bolombato;Bulumbata";"";"-1";
;;;;"Chang";;;;;;"DESC1136149";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Domo";;;;;;"DESC139397";"NT";"";"Standard";"";"";"Domu";"";"-1";
;;;;"Ennanga";;;;;;"DESC139454";"NT";"";"Standard";"";"";"Adungu";"";"-1";
;;;;"Harpe";;;;;;"DESC144324";"NT";"";"Standard";"";"";"Harp";"";"-1";
;;;;"Harpe angulaire";;;;;;"DESC1029923";"NT";"";"Standard";"";"";"Angular harp";"";"-1";
;;;;"Harpe arquée";;;;;;"DESC139483";"NT";"";"Standard";"";"";"Arched harp";"";"-1";
;;;;;"Kundi";;;;;"DESC146051";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Kunnee";;;;;"DESC143048";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Harpe chromatique";;;;;;"DESC795419";"NT";"";"Standard";"";"";"chromatic harp";"";"-1";
;;;;"Harpe diatonique";;;;;;"DESC139487";"NT";"";"Standard";"";"";"Diatonic harp";"";"-1";
;;;;"Harpe irlandaise";;;;;;"DESC144325";"NT";"";"Standard";"";"";"Harpe celtique;Irish harp";"";"-1";
;;;;"Kelei";;;;;;"DESC144326";"NT";"";"Standard";"";"";"Kele";"";"-1";
;;;;"Kwarnda";;;;;;"DESC137067";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ngombi";;;;;;"DESC144327";"NT";"";"Standard";"";"";"Wambi";"";"-1";
;;;;"Saung-gauk";;;;;;"DESC144328";"NT";"";"Standard";"";"";"Saung gauk;Saung-gaunk";"";"-1";
;;;"Harpes-luths (famille des)";;;;;;;"DESC144232";"NT";"";"Standard";"";"";"Harp-lutes";"";"-1";
;;;;"Bhapang";;;;;;"DESC883756";"NT";"";"Standard";"";"";"Bhapan";"";"-1";
;;;;"Donsonkoni";;;;;;"DESC139497";"NT";"";"Standard";"";"";"Donsongoni;Dunsukoni";"";"-1";
;;;;"Harpe-luth";;;;;;"DESC154975";"NT";"";"Standard";"";"";"Har-lute;Harp lute;Harpe luth";"";"-1";
;;;;"Kasso";;;;;;"DESC154837";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kora";;;;;;"DESC151525";"NT";"";"Standard";"";"";"Cora";"";"-1";
;;;;"Soron";;;;;;"DESC142308";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Luths";;;;;;;"DESC144333";"NT";"";"Standard";"";"";"Lutes;Luths (famille des)";"";"-1";
;;;;"Angélique";;;;;;"DESC144334";"NT";"";"Standard";"";"";"Angel lute;Angelica";"";"-1";
;;;;"Archiluth";;;;;;"DESC144335";"NT";"";"Standard";"";"";"Archlute";"";"-1";
;;;;"Baglama";;;;;;"DESC882137";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Balalaïka";;;;;;"DESC144336";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bandora";;;;;;"DESC144337";"NT";"";"Standard";"";"";"Pandora;Pandore";"";"-1";
;;;;;"Orpharion";;;;;"DESC145910";"NT";"";"Standard";"";"";"Orpheoreon";"";"-1";
;;;;;;"Penorcon";;;;"DESC139374";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bandurria";;;;;;"DESC144338";"NT";"";"Standard";"";"";"Mandurria";"";"-1";
;;;;"Banjo";;;;;;"DESC144272";"NT";"";"Standard";"";"";"Banza";"";"-1";
;;;;"Banza";;;;;;"LEXICON_00000004";"NT";"";"Standard";"";"";"";"";"-1";
